"Year","cpi_score","iso_3"
2020,38,"KAZ"
2021,37,"LKA"
2020,38,"LKA"
2021,37,"GMB"
2020,37,"GMB"
2021,36,"ECU"
2020,39,"ECU"
2021,36,"PER"
2020,38,"PER"
2021,36,"CIV"
2020,36,"CIV"
2021,36,"PAN"
2020,35,"PAN"
2021,36,"MDA"
2020,34,"MDA"
2021,35,"ALB"
2020,36,"ALB"
2021,35,"THA"
2020,36,"THA"
2021,35,"BIH"
2020,35,"BIH"
2021,35,"MNG"
2020,35,"MNG"
2021,35,"MWI"
2020,30,"MWI"
2021,34,"SLV"
2020,36,"SLV"
2021,34,"SLE"
2020,33,"SLE"
2021,33,"DZA"
2020,36,"DZA"
2021,33,"PHL"
2020,34,"PHL"
2021,33,"EGY"
2020,33,"EGY"
2021,33,"NPL"
2020,33,"NPL"
2021,33,"ZMB"
2020,33,"ZMB"
2021,32,"SWZ"
2020,33,"SWZ"
2021,32,"UKR"
2020,33,"UKR"
2021,31,"NER"
2020,32,"NER"
2021,31,"MEX"
2020,31,"MEX"
2021,31,"GAB"
2020,30,"GAB"
2021,31,"PNG"
2020,27,"PNG"
2021,30,"BOL"
2020,31,"BOL"
2021,30,"KEN"
2020,31,"KEN"
2021,30,"AZE"
2020,30,"AZE"
2021,30,"LAO"
2020,29,"LAO"
2021,30,"TGO"
2020,29,"TGO"
2021,30,"DOM"
2020,28,"DOM"
2021,30,"PRY"
2020,28,"PRY"
2021,30,"DJI"
2020,27,"DJI"
2021,29,"MLI"
2020,30,"MLI"
2021,29,"RUS"
2020,30,"RUS"
2021,29,"LBR"
2020,28,"LBR"
2021,29,"AGO"
2020,27,"AGO"
2021,28,"PAK"
2020,31,"PAK"
2021,28,"MRT"
2020,29,"MRT"
2021,28,"MMR"
2020,28,"MMR"
2021,28,"UZB"
2020,26,"UZB"
2021,27,"KGZ"
2020,31,"KGZ"
2021,27,"UGA"
2020,27,"UGA"
2021,27,"CMR"
2020,25,"CMR"
2021,26,"BGD"
2020,26,"BGD"
2021,26,"MDG"
2020,25,"MDG"
2021,26,"MOZ"
2020,25,"MOZ"
2021,25,"GIN"
2020,28,"GIN"
2021,25,"GTM"
2020,25,"GTM"
2021,25,"IRN"
2020,25,"IRN"
2021,25,"TJK"
2020,25,"TJK"
2021,24,"CAF"
2020,26,"CAF"
2021,24,"LBN"
2020,25,"LBN"
2021,24,"NGA"
2020,25,"NGA"
2021,23,"HND"
2020,24,"HND"
2021,23,"ZWE"
2020,24,"ZWE"
2021,23,"KHM"
2020,21,"KHM"
2021,23,"IRQ"
2020,21,"IRQ"
2021,22,"ERI"
2020,21,"ERI"
2021,21,"COG"
2020,19,"COG"
2021,21,"GNB"
2020,19,"GNB"
2021,20,"NIC"
2020,22,"NIC"
2021,20,"TCD"
2020,21,"TCD"
2021,20,"COM"
2020,21,"COM"
2021,20,"HTI"
2020,18,"HTI"
2021,20,"SDN"
2020,16,"SDN"
2021,19,"BDI"
2020,19,"BDI"
2021,19,"TKM"
2020,19,"TKM"
2021,19,"COD"
2020,18,"COD"
2021,17,"LBY"
2020,17,"LBY"
2021,17,"GNQ"
2020,16,"GNQ"
2021,16,"AFG"
2020,19,"AFG"
2021,16,"PRK"
2020,18,"PRK"
2021,16,"YEM"
2020,15,"YEM"
2021,14,"VEN"
2020,15,"VEN"
2021,13,"SYR"
2020,14,"SYR"
2021,13,"SOM"
2020,12,"SOM"
2021,11,"SSD"
2020,12,"SSD"
2021,NA,"BRN"
2020,60,"BRN"
